organisationunitid,organisationunitname,organisationunitcode,periodid,periodname,periodcode,Confirmed Mpox Cases,Mpox Deaths,Notified Mpox Cases
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W26,Week 26 2024-06-24 - 2024-06-30,2024W26,441,6,662
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W27,Week 27 2024-07-01 - 2024-07-07,2024W27,416,14,839
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W28,Week 28 2024-07-08 - 2024-07-14,2024W28,588,17,863
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W29,Week 29 2024-07-15 - 2024-07-21,2024W29,517,21,875
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W30,Week 30 2024-07-22 - 2024-07-28,2024W30,438,29,892
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W31,Week 31 2024-07-29 - 2024-08-04,2024W31,236,26,967
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W32,Week 32 2024-08-05 - 2024-08-11,2024W32,249,23,1051
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W33,Week 33 2024-08-12 - 2024-08-18,2024W33,232,37,1382
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W34,Week 34 2024-08-19 - 2024-08-25,2024W34,216,37,1802
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,264,58,1956
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,272,73,2186
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,264,52,2348
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,310,61,2456
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W39,Week 39 2024-09-23 - 2024-09-29,2024W39,243,47,2346
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,223,42,2369
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,227,26,2164
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,273,35,2088
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,201,33,2094
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,215,34,2225
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W46,Week 46 2024-11-11 - 2024-11-17,2024W46,261,33,2253
OJTDPwIKb7w,Democratic Republic of the Congo,COUNTRY_COD,2024W48,Week 48 2024-11-25 - 2024-12-01,2024W48,205,21,2261
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W33,Week 33 2024-08-12 - 2024-08-18,2024W33,1,0,6
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W34,Week 34 2024-08-19 - 2024-08-25,2024W34,0,0,0
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,1,0,10
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,0,0,0
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,0,0,0
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,0,0,2
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W39,Week 39 2024-09-23 - 2024-09-29,2024W39,0,0,2
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,0,0,2
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,0,0,1
xQYqjTNeGaX,Gabon,COUNTRY_GAB,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,0,0,1
MPYBPQ4njnl,Ghana,COUNTRY_GHA,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,1,0,230
MPYBPQ4njnl,Ghana,COUNTRY_GHA,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,1,0,0
MPYBPQ4njnl,Ghana,COUNTRY_GHA,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,0,0,132
MPYBPQ4njnl,Ghana,COUNTRY_GHA,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,0,0,7
MPYBPQ4njnl,Ghana,COUNTRY_GHA,2024W48,Week 48 2024-11-25 - 2024-12-01,2024W48,1,0,24
MPYBPQ4njnl,Ghana,COUNTRY_GHA,2024W50,Week 50 2024-12-09 - 2024-12-15,2024W50,2,0,35
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,1,0,23
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,0,0,0
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,0,0,18
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W39,Week 39 2024-09-23 - 2024-09-29,2024W39,0,0,5
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,0,0,2
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,0,0,1
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,0,0,3
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,0,0,2
KbiyM3yjLSq,Guinea,COUNTRY_GIN,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,0,0,4
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W31,Week 31 2024-07-29 - 2024-08-04,2024W31,1,0,0
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W34,Week 34 2024-08-19 - 2024-08-25,2024W34,1,0,0
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,2,0,0
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,1,0,115
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,3,0,93
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,4,0,27
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,1,1,3
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,1,0,11
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,0,0,10
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W46,Week 46 2024-11-11 - 2024-11-17,2024W46,3,0,11
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W48,Week 48 2024-11-25 - 2024-12-01,2024W48,2,0,28
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W49,Week 49 2024-12-02 - 2024-12-08,2024W49,4,0,15
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W50,Week 50 2024-12-09 - 2024-12-15,2024W50,5,0,9
nypUp6Nzh8f,Kenya,COUNTRY_KEN,2024W51,Week 51 2024-12-16 - 2024-12-22,2024W51,1,0,7
KNfefBfur15,Liberia,COUNTRY_LBR,2024W13,Week 13 2024-03-25 - 2024-03-31,2024W13,2,0,0
KNfefBfur15,Liberia,COUNTRY_LBR,2024W18,Week 18 2024-04-29 - 2024-05-05,2024W18,2,0,0
KNfefBfur15,Liberia,COUNTRY_LBR,2024W23,Week 23 2024-06-03 - 2024-06-09,2024W23,1,0,0
KNfefBfur15,Liberia,COUNTRY_LBR,2024W34,Week 34 2024-08-19 - 2024-08-25,2024W34,1,0,0
KNfefBfur15,Liberia,COUNTRY_LBR,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,2,0,85
KNfefBfur15,Liberia,COUNTRY_LBR,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,3,0,30
KNfefBfur15,Liberia,COUNTRY_LBR,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,1,0,30
KNfefBfur15,Liberia,COUNTRY_LBR,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,1,,31
KNfefBfur15,Liberia,COUNTRY_LBR,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,5,0,53
KNfefBfur15,Liberia,COUNTRY_LBR,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,1,0,25
KNfefBfur15,Liberia,COUNTRY_LBR,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,3,0,19
KNfefBfur15,Liberia,COUNTRY_LBR,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,7,0,30
KNfefBfur15,Liberia,COUNTRY_LBR,2024W46,Week 46 2024-11-11 - 2024-11-17,2024W46,12,0,12
KNfefBfur15,Liberia,COUNTRY_LBR,2024W47,Week 47 2024-11-18 - 2024-11-24,2024W47,10,0,17
KNfefBfur15,Liberia,COUNTRY_LBR,2024W48,Week 48 2024-11-25 - 2024-12-01,2024W48,11,0,21
KNfefBfur15,Liberia,COUNTRY_LBR,2024W50,Week 50 2024-12-09 - 2024-12-15,2024W50,1,0,17
KNfefBfur15,Liberia,COUNTRY_LBR,2024W51,Week 51 2024-12-16 - 2024-12-22,2024W51,0,0,6
DWcPviDtN9q,Mauritius,COUNTRY_MUS,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,1,0,1
UclFShwx2Gf,Morocco,COUNTRY_MAR,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,1,0,3
UclFShwx2Gf,Morocco,COUNTRY_MAR,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,1,0,1
UclFShwx2Gf,Morocco,COUNTRY_MAR,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,0,0,5
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W4,Week 4 2024-01-22 - 2024-01-28,2024W4,0,0,52
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W5,Week 5 2024-01-29 - 2024-02-04,2024W5,0,0,87
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W26,Week 26 2024-06-24 - 2024-06-30,2024W26,24,0,224
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W31,Week 31 2024-07-29 - 2024-08-04,2024W31,0,0,32
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W32,Week 32 2024-08-05 - 2024-08-11,2024W32,0,0,3
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W33,Week 33 2024-08-12 - 2024-08-18,2024W33,9,0,277
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W34,Week 34 2024-08-19 - 2024-08-25,2024W34,1,0,2
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,8,0,176
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,7,0,74
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,18,0,110
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,6,0,63
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W39,Week 39 2024-09-23 - 2024-09-29,2024W39,5,0,80
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,6,0,57
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,10,0,60
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,8,0,42
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,6,0,56
Fh46eXPZMx9,Nigeria,COUNTRY_NGA,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,10,0,47
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W23,Week 23 2024-06-03 - 2024-06-09,2024W23,0,0,100
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W25,Week 25 2024-06-17 - 2024-06-23,2024W25,0,0,100
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W27,Week 27 2024-07-01 - 2024-07-07,2024W27,0,0,200
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W30,Week 30 2024-07-22 - 2024-07-28,2024W30,2,0,300
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W33,Week 33 2024-08-12 - 2024-08-18,2024W33,2,,129
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,0,0,287
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,2,0,623
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,0,0,506
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W39,Week 39 2024-09-23 - 2024-09-29,2024W39,0,0,544
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W40,Week 40 2024-09-30 - 2024-10-06,2024W40,4,0,312
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,4,0,234
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,8,0,198
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,4,0,190
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,0,0,228
i0pgUSlvI0z,Rwanda,COUNTRY_RWA,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,11,0,164
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W20,Week 20 2024-05-13 - 2024-05-19,2024W20,1,0,1
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W22,Week 22 2024-05-27 - 2024-06-02,2024W22,1,0,1
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W23,Week 23 2024-06-03 - 2024-06-09,2024W23,2,0,2
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W24,Week 24 2024-06-10 - 2024-06-16,2024W24,1,1,2
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W25,Week 25 2024-06-17 - 2024-06-23,2024W25,8,1,7
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W26,Week 26 2024-06-24 - 2024-06-30,2024W26,3,1,3
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W27,Week 27 2024-07-01 - 2024-07-07,2024W27,4,,4
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W28,Week 28 2024-07-08 - 2024-07-14,2024W28,2,,2
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W32,Week 32 2024-08-05 - 2024-08-11,2024W32,2,0,2
w1iTJ2mCNKx,South Africa,COUNTRY_ZAF,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,1,0,1
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W31,Week 31 2024-07-29 - 2024-08-04,2024W31,2,0,0
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W34,Week 34 2024-08-19 - 2024-08-25,2024W34,2,0,0
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W35,Week 35 2024-08-26 - 2024-09-01,2024W35,1,0,0
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W36,Week 36 2024-09-02 - 2024-09-08,2024W36,5,0,200
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W37,Week 37 2024-09-09 - 2024-09-15,2024W37,1,0,12
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W38,Week 38 2024-09-16 - 2024-09-22,2024W38,13,0,385
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W39,Week 39 2024-09-23 - 2024-09-29,2024W39,34,0,150
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,46,0,46
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,48,0,48
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W43,Week 43 2024-10-21 - 2024-10-27,2024W43,23,0,23
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W44,Week 44 2024-10-28 - 2024-11-03,2024W44,184,1,184
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,84,0,84
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W47,Week 47 2024-11-18 - 2024-11-24,2024W47,78,0,78
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W48,Week 48 2024-11-25 - 2024-12-01,2024W48,162,0,162
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W49,Week 49 2024-12-02 - 2024-12-08,2024W49,101,3,101
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W50,Week 50 2024-12-09 - 2024-12-15,2024W50,141,2,141
LKyWbdAvZgV,Uganda,COUNTRY_UGA,2024W51,Week 51 2024-12-16 - 2024-12-22,2024W51,102,0,102
ub2XMsGr4K5,Zambia,COUNTRY_ZMB,2024W41,Week 41 2024-10-07 - 2024-10-13,2024W41,1,0,38
ub2XMsGr4K5,Zambia,COUNTRY_ZMB,2024W45,Week 45 2024-11-04 - 2024-11-10,2024W45,0,0,65
hhIOVdSnyKH,Zimbabwe,COUNTRY_ZWE,2024W42,Week 42 2024-10-14 - 2024-10-20,2024W42,2,,2
